"TimerPES_First.Click","TimerPES_Last.Click","TimerPES_Page.Submit","TimerPES_Click.Count","PES_1","PES_2","PES_3","PES_4","PES_5","PES_6","PES_7","PES_8","PES_9","PES_10","PES_11","PES_12","PES_13","PES_14","PES_15","PES_16","PES_17","PES_18","Gender","Faculty","Program","Year.Program","First.Semester","PA_profile"
0.838,23.306,57.883,21,4,4,4,2,3,2,3,1,3,3,4,2,4,3,1,4,4,3,"Female","Faculty of Health Sciences","accounting","1st year","Yes","Inactive"
36.412,10.104,189.289,21,4,2,4,2,1,4,5,5,2,3,3,3,5,3,4,3,1,3,"Female","Telfer School of Management","Biomedical Science","3rd year","No","Light PA"
1.299,221.991,167.851,26,3,3,1,2,5,1,5,2,4,1,5,3,3,1,4,3,3,5,"Female","Faculty of Health Sciences","Economics","1st year","Yes","Vigorous PA"
32.303,76.126,72.418,24,3,3,3,3,4,1,3,5,2,1,2,3,4,4,4,2,2,3,"Male","Faculty of Science","biomedical science","1st year","No","Vigorous PA"
43.029,65.243,94.992,34,5,1,2,3,4,4,5,2,4,1,2,2,3,3,4,2,4,4,"Male","Faculty of Social Sciences","Honours BSc Biomedical Science","1st year","Yes","Moderate PA"
9.003,96,135.46,18,4,4,4,5,5,4,2,2,2,2,3,2,2,2,5,3,3,1,"Female","Faculty of Social Sciences","biomedical science","2nd year","Yes","Light PA"
13.495,71.215,136.61,19,3,3,3,2,5,1,2,2,4,2,5,3,4,2,4,1,3,4,"Male","Faculty of Arts","Human Kinetics","1st year","No","Vigorous PA"
7.679,54.004,99.208,31,2,4,3,1,5,4,3,3,2,4,1,3,5,2,3,5,2,5,"Female","Faculty of Arts","Biomedical Science","2nd year","Yes","Vigorous PA"
1.131,92.346,62.877,19,4,3,4,4,4,2,3,1,4,2,2,2,5,3,4,3,1,4,"Female","Faculty of Science","Psychology and Linguistics (joint honors)","4th year","No","Inactive"
78.839,14.286,83.637,26,3,2,3,2,4,2,2,2,4,1,1,3,2,1,3,2,1,5,"Female","Faculty of Science","Health Sciences","1st year","Yes","Light PA"
5.253,60.614,84.541,19,4,2,2,3,4,3,3,4,5,1,4,3,2,4,2,3,4,4,"Male","Telfer School of Management","Computer Science","1st year","No","Inactive"
152.015,821.802,179.488,29,4,3,4,4,4,4,2,2,3,2,2,2,4,2,4,2,2,3,"Male","Faculty of Social Sciences","Biomed","1st year","Yes","Inactive"
18.845,103.505,160.547,19,3,2,3,4,4,3,2,4,2,4,1,3,5,2,4,1,3,4,"Female","Faculty of Arts","Psychology","3rd year","No","Light PA"
7.216,96,78.716,24,4,3,5,2,3,3,2,3,4,2,2,3,4,2,3,2,1,5,"Male","Faculty of Science","Accounting","1st year","Yes","Moderate PA"
16.097,9.108,483.032,18,1,2,3,4,3,3,4,1,2,2,3,1,3,2,5,4,4,5,"Female","Faculty of Social Sciences","psychology and in linguistics","1st year","Yes","Light PA"
14.152,262.075,85.993,22,1,2,5,2,5,1,4,1,3,4,3,2,2,2,4,3,2,4,"Male","Faculty of Social Sciences","Computer Science","1st year","No","Light PA"
6.592,24.548,82.078,19,2,2,4,2,3,2,5,3,3,1,2,3,3,4,4,1,2,3,"Female","Faculty of Arts","biochemistry","1st year","Yes","Vigorous PA"
1.495,1828.851,149.831,19,3,2,3,5,4,3,3,1,2,3,2,3,3,1,2,1,1,3,"Male","Faculty of Social Sciences","Honours in Health Science","1st year","No","Inactive"
1.845,71.501,144.417,18,5,1,4,4,4,2,5,4,3,1,4,1,2,1,5,3,2,4,"Female","Faculty of Health Sciences","Human Kinetics","1st year","No","Moderate PA"
12.032,67.181,68.756,18,4,2,4,1,5,5,4,2,4,2,2,1,2,3,3,4,2,4,"Male","Faculty of Social Sciences","adm","2nd year","Yes","Vigorous PA"
10.855,61.986,116.93,25,4,4,4,4,2,5,4,2,3,2,3,1,5,2,4,3,4,4,"Male","Telfer School of Management","FLS","1st year","Yes","Light PA"
4.816,86.288,285.993,20,5,4,5,2,3,2,5,2,5,1,4,1,4,4,4,5,1,3,"Male","Faculty of Social Sciences","Finance","2nd year","Yes","Inactive"
17.675,286.816,12.435,23,3,1,3,3,4,1,4,1,4,2,2,2,4,1,3,3,3,3,"Female","Faculty of Health Sciences","Biomedical Science","2nd year","Yes","Light PA"
75.103,82.048,1899.693,28,3,2,4,1,3,2,2,1,3,4,3,3,4,2,2,2,1,4,"Female","Faculty of Science","Bachelor of Commerce","2nd year","No","Inactive"
6.858,26.401,43.087,33,3,2,3,5,5,1,1,3,4,3,2,2,4,2,4,1,2,3,"Male","Faculty of Science","Health Sciences","1st year","Yes","Moderate PA"
7.863,15.525,103.307,21,3,3,2,3,4,3,4,4,2,3,3,3,3,2,4,3,2,4,"Male","Faculty of Health Sciences","Honours Health Sciences","2nd year","Yes","Vigorous PA"
71.733,139.924,84.173,21,3,2,5,4,5,3,2,3,3,4,5,1,3,2,1,3,2,4,"Female","Faculty of Arts","Biomedical Science","1st year","Yes","Vigorous PA"
4.85,252.33,159,34,5,3,3,2,3,4,2,4,2,1,5,3,2,3,4,5,3,4,"Male","Faculty of Social Sciences","Communication","3rd year","Yes","Moderate PA"
11.562,117.461,57.076,24,4,2,2,1,4,2,5,3,4,2,2,1,4,2,4,4,2,4,"Male","Telfer School of Management","CRM and PSY","1st year","Yes","Moderate PA"
6.133,120.925,110.552,20,3,4,3,2,1,4,2,3,3,3,3,2,4,3,4,4,4,4,"Female","Faculty of Science","psychology","5th year","Yes","Light PA"
10.03,100.518,110.552,20,3,1,2,3,5,2,4,2,5,3,3,2,3,2,3,4,2,4,"Female","Faculty of Science","Computer Science","1st year","Yes","Light PA"
7.655,67.181,89.165,20,4,4,4,2,4,4,4,2,4,2,3,4,2,5,3,4,1,4,"Female","Faculty of Social Sciences","psychology and linguistics","1st year","Yes","Inactive"
14.528,54.936,117.398,20,3,3,4,4,5,2,1,2,3,2,4,3,2,2,2,4,2,4,"Female","Telfer School of Management","Computer Science","3rd year","No","Moderate PA"
10.979,108.432,208.667,20,5,2,4,2,4,3,2,1,3,1,4,3,3,4,4,5,2,3,"Female","Faculty of Science","psychology","1st year","Yes","Light PA"
0.43,135.106,116.93,18,1,1,4,2,4,4,4,2,2,2,2,3,4,4,4,4,2,2,"Male","Faculty of Social Sciences","Marketing","2nd year","Yes","Vigorous PA"
0.807,176.895,102.696,27,5,2,4,1,4,2,5,3,3,1,1,4,4,5,5,3,4,4,"Female","Telfer School of Management","Health Sciences","1st year","Yes","Light PA"
6.683,186.547,1133.825,19,4,4,4,2,4,3,3,4,3,2,5,3,1,2,2,5,2,4,"Female","Telfer School of Management","Psychology","2nd year","No","Moderate PA"
1.781,59.321,81.662,33,4,1,3,2,4,3,1,2,5,1,4,3,4,2,4,4,2,3,"Male","Faculty of Health Sciences","Nursing","1st year","Yes","Inactive"
56.681,94.841,93.859,20,4,2,2,3,3,2,5,3,4,4,3,3,2,4,4,5,4,2,"Female","Faculty of Health Sciences","Finance+Marketing","2nd year","No","Moderate PA"
6.3,218.283,69.72,32,3,4,2,4,5,2,2,2,3,1,3,3,4,4,4,3,2,5,"Female","Telfer School of Management","accounting","2nd year","Yes","Light PA"
23.794,75.579,283.301,18,3,2,5,3,4,2,2,2,2,3,1,3,3,2,3,1,5,4,"Female","Faculty of Science","Health Sci","3rd year","Yes","Moderate PA"
2.796,150.221,74.845,18,2,4,3,3,5,3,3,3,4,2,2,4,2,2,4,3,3,4,"Female","Faculty of Social Sciences","finance","2nd year","Yes","Inactive"
9.772,367.68,67.575,25,5,2,4,1,5,3,3,1,4,1,3,2,3,2,2,2,1,2,"Male","Faculty of Arts","Finance","1st year","Yes","Moderate PA"
6.552,70.308,13.223,19,5,4,3,2,5,3,4,2,3,2,1,2,2,2,4,4,4,4,"Male","Faculty of Social Sciences","accounting","2nd year","No","Vigorous PA"
93.484,147.692,134.125,22,5,1,3,4,3,2,1,1,3,3,3,1,3,2,5,3,1,3,"Male","Faculty of Health Sciences","Interdisciplinary Studies","2nd year","Yes","Moderate PA"
4.591,75.579,134.125,21,4,1,4,2,3,4,3,4,2,1,3,2,4,4,5,3,2,2,"Female","Faculty of Science","Joint honours in mathematics and economics","3rd year","No","Light PA"
2.267,113.685,85.907,36,4,2,5,2,4,5,5,1,5,3,3,4,2,3,2,4,4,3,"Female","Faculty of Health Sciences","nursing","2nd year","No","Light PA"
6.597,47.893,249.997,20,3,2,5,4,4,4,4,4,2,2,3,2,3,2,2,2,4,4,"Male","Faculty of Arts","Psychology","2nd year","Yes","Light PA"
9.879,98.616,105.117,18,5,2,4,3,4,1,4,5,3,3,4,3,4,4,3,1,1,4,"Male","Faculty of Medicine","biomedical sciences","2nd year","Yes","Moderate PA"
11.259,208.766,59.05,18,5,3,5,4,3,3,3,2,2,4,2,3,3,2,2,2,2,4,"Female","Faculty of Social Sciences","Communications","2nd year","No","Light PA"
3.418,66.016,34.767,38,2,3,4,2,4,1,5,2,3,1,4,2,4,3,3,4,3,4,"Male","Faculty of Science","management","1st year","No","Light PA"
2.421,73.567,483.032,22,2,2,4,3,3,4,5,1,3,1,1,2,4,3,4,3,1,4,"Female","Telfer School of Management","Finance","1st year","No","Light PA"
13.948,27.895,131.776,19,5,2,2,2,3,3,4,3,4,2,4,3,3,4,3,4,2,2,"Male","Faculty of Health Sciences","psych","1st year","No","Moderate PA"
391.603,215.231,55.27,19,3,1,1,3,5,3,3,2,3,1,4,2,5,2,4,2,4,4,"Female","Faculty of Science","International Management","1st year","Yes","Vigorous PA"
30.12,99.186,14.168,24,5,3,2,2,1,2,3,2,3,3,4,2,2,2,5,5,2,4,"Female","Faculty of Social Sciences","Biomedical","2nd year","Yes","Moderate PA"
7.444,188.415,82.679,22,5,1,5,4,3,2,3,3,3,2,2,3,4,4,4,1,2,4,"Female","Faculty of Social Sciences","psychology","1st year","Yes","Moderate PA"
161.587,76.774,138.301,27,4,2,5,4,5,5,3,1,3,2,1,1,3,1,4,4,3,3,"Female","Faculty of Science","International Management","1st year","No","Moderate PA"
5.604,77.146,110,20,2,2,5,2,4,3,1,4,2,1,3,1,5,1,2,3,3,2,"Female","Faculty of Medicine","Health Sciences","1st year","No","Light PA"
4.706,70.633,114.697,18,3,1,4,3,2,2,3,4,4,1,2,2,4,2,4,2,4,4,"Female","Faculty of Science","Accounting","1st year","Yes","Light PA"
6.434,330.503,111.542,23,2,2,3,4,3,2,3,4,4,1,2,2,3,2,4,4,1,4,"Male","Faculty of Science","finance","1st year","No","Moderate PA"
21.963,58.461,1328.248,40,4,1,5,2,2,3,3,2,4,2,2,1,1,1,3,4,2,4,"Female","Faculty of Health Sciences","biopharmaceutical science","3rd year","No","Moderate PA"
21.379,70.675,104.583,23,3,4,3,1,5,1,4,2,3,3,4,4,3,4,5,3,4,3,"Female","Faculty of Egineering","Biomedical sciene","1st year","No","Light PA"
21.963,56.016,92.343,20,5,2,2,3,4,1,5,2,2,3,5,3,2,2,5,4,2,2,"Female","Faculty of Science","Psychology and Linguistics","1st year","No","Light PA"
4.346,129.017,110.939,18,4,4,4,2,2,3,4,4,5,2,2,1,3,5,4,3,4,2,"Female","Faculty of Science","Major in Visual Arts","1st year","No","Inactive"
77.627,162.386,95.169,21,4,2,2,3,3,1,4,2,3,3,1,3,2,3,4,1,3,5,"Female","Faculty of Health Sciences","Accounting","1st year","Yes","Light PA"
4.021,474.031,110,21,2,2,5,2,3,1,4,2,4,2,3,4,4,4,5,3,2,5,"Female","Faculty of Social Sciences","Criminologie","2nd year","No","Moderate PA"
8.481,495.654,89.165,24,5,2,4,2,4,2,5,3,3,3,3,4,2,4,3,4,2,5,"Perfer not to disclose","Telfer School of Management","psychology and linguistics","2nd year","Yes","Light PA"
22.195,125.12,92.38,19,2,1,4,1,4,2,2,1,3,2,2,2,2,2,3,3,3,4,"Female","Telfer School of Management","Nursing","Other","Yes","Moderate PA"
1.355,194.583,126.475,20,5,2,4,2,5,1,2,2,2,2,3,2,4,2,1,4,2,2,"Female","Faculty of Social Sciences","Commerce JD","4th year","Yes","Moderate PA"
32.303,174.827,107.467,27,4,2,2,4,4,4,3,2,3,2,2,1,3,3,3,5,2,5,"Female","Faculty of Health Sciences","B.A Honours in Psychology","1st year","No","Inactive"
7.16,143.545,166.622,36,5,3,2,2,3,4,5,3,2,1,2,4,2,2,4,4,2,5,"Male","Faculty of Social Sciences","Honours Bachelor of Science in Computer Science","1st year","No","Moderate PA"
193.416,109.17,116.615,19,4,3,4,3,5,2,2,2,4,3,3,1,3,2,5,5,4,3,"Male","Faculty of Science","Finance","1st year","Yes","Vigorous PA"
13.737,947.84,74.442,18,3,4,5,2,4,2,3,4,4,1,5,3,2,2,4,4,1,4,"Female","Telfer School of Management","Management","1st year","No","Light PA"
10.958,305.65,224.086,18,5,2,3,5,3,2,4,2,2,4,3,1,4,3,2,1,3,4,"Male","Telfer School of Management","Criminology","1st year","No","Light PA"
4.306,90.54,77.384,24,4,1,3,2,3,3,4,3,2,4,1,2,5,3,2,1,5,5,"Female","Faculty of Arts","Finance","2nd year","Yes","Moderate PA"
11.519,77.295,47.11,31,3,1,4,3,5,2,4,4,3,2,5,1,2,2,4,4,1,2,"Female","Faculty of Health Sciences","BSc Psychology","4th year","No","Light PA"
17.144,73.443,57.673,20,3,2,2,2,5,2,3,1,2,5,3,1,5,1,1,4,1,3,"Male","Faculty of Social Sciences","International Development & Globalization","1st year","No","Light PA"
24.518,10.748,260.696,23,1,4,5,4,4,2,4,3,1,3,3,1,3,5,4,3,1,3,"Female","Faculty of Science","Finance","1st year","No","Moderate PA"
10.029,9.108,25.883,22,4,1,4,2,5,3,3,2,3,3,5,2,3,5,3,4,4,3,"Female","Telfer School of Management","Biochemistry","1st year","No","Moderate PA"
7.273,65.181,91.693,43,3,2,1,1,2,1,2,2,3,2,3,1,4,5,4,3,3,3,"Male","Telfer School of Management","Finance","1st year","Yes","Inactive"
11.562,12.172,89.893,21,4,2,2,3,4,3,4,4,4,1,2,1,2,5,4,3,5,5,"Male","Faculty of Arts","Business Technology Management","3rd year","Yes","Light PA"
6.992,73.057,12.023,26,3,2,4,1,4,2,3,2,2,3,2,2,4,2,4,4,4,2,"Male","Faculty of Egineering","Psychology and Linguistics","2nd year","Yes","Moderate PA"
10.08,13.649,948.376,20,3,4,3,2,2,3,1,3,2,4,3,3,3,1,2,3,1,4,"Female","Faculty of Science","finance","1st year","Yes","Light PA"
4.966,1899.38,118.247,19,3,2,5,4,4,2,3,2,3,3,2,4,4,1,2,2,2,4,"Female","Faculty of Social Sciences","biomed","4th year","Yes","Light PA"
8.569,103.505,109.748,18,4,2,4,2,2,1,3,2,2,3,2,4,5,2,1,2,2,2,"Female","Faculty of Science","Second Language Teaching","1st year","No","Vigorous PA"
0.862,81.114,102.92,23,5,2,4,2,4,2,4,1,4,1,4,3,3,1,2,2,4,1,"Female","Faculty of Egineering","Nursing","2nd year","Yes","Inactive"
4.465,221.991,78.501,34,2,4,2,3,5,2,2,2,4,2,4,1,3,2,4,2,1,5,"Female","Faculty of Arts","Health Sciences","3rd year","Yes","Inactive"
0.405,99.186,756.866,24,5,1,2,3,4,2,5,2,4,3,2,3,4,1,3,5,2,3,"Female","Faculty of Health Sciences","adm","1st year","Yes","Vigorous PA"
24.622,166.715,157.722,24,2,4,1,1,3,2,2,1,3,2,2,1,2,1,4,4,2,3,"Male","Faculty of Social Sciences","Commerce JD","1st year","No","Moderate PA"
3.701,474.031,59.939,22,5,3,4,2,2,1,3,3,3,3,2,3,3,2,2,1,3,5,"Female","Faculty of Arts","Honours Bachelor of Science in Nursing (BScN)","1st year","No","Inactive"
2.557,106.574,18.922,18,2,2,4,1,2,4,3,2,4,1,3,4,3,4,4,1,2,2,"Female","Faculty of Science","International Development & Globalization","1st year","No","Vigorous PA"
6.597,77.295,12.086,29,3,2,4,2,4,2,4,1,4,1,4,4,3,1,5,3,2,2,"Female","Telfer School of Management","BA psychology","5th year","No","Light PA"
18.406,62.184,79.483,21,1,2,3,3,3,3,3,4,5,1,1,5,2,2,5,3,2,4,"Female","Telfer School of Management","Business Technology Management","3rd year","Yes","Light PA"
11.124,85.155,483.032,25,4,4,3,3,2,4,4,1,4,5,4,2,5,4,2,3,5,4,"Male","Faculty of Health Sciences","management","2nd year","Yes","Moderate PA"
16.069,60.833,72.906,19,5,5,4,2,5,1,4,2,3,1,2,3,2,2,4,4,1,4,"Male","Faculty of Health Sciences","Bachelor of Science in Nursing","1st year","No","Inactive"
11.575,65.181,117.65,32,4,2,1,1,5,4,1,2,4,2,4,4,3,3,3,4,4,4,"Male","Telfer School of Management","Nursing","1st year","Yes","Inactive"
9.336,82.423,63.469,18,4,4,5,3,4,2,3,2,5,2,2,2,2,3,3,3,2,4,"Male","Faculty of Social Sciences","Health Science","2nd year","Yes","Moderate PA"
75.103,108.432,9.365,28,3,1,1,2,4,2,1,1,3,4,3,3,3,4,4,2,2,4,"Female","Telfer School of Management","human resources","1st year","No","Vigorous PA"
82.806,38.772,95.351,24,4,2,4,2,2,2,3,3,2,2,4,3,5,4,4,1,1,4,"Male","Faculty of Egineering","Biomed","1st year","No","Vigorous PA"
14.093,71.501,10.312,19,5,4,3,2,4,1,3,2,2,2,4,1,2,4,3,2,5,5,"Male","Faculty of Health Sciences","Psychology","1st year","No","Moderate PA"
82.806,289.659,349.143,67,4,4,4,2,4,3,3,4,3,1,3,1,2,1,3,3,1,3,"Female","Faculty of Science","Human Resource Management","2nd year","Yes","Inactive"
18.606,109.724,93.859,19,4,2,4,3,5,3,3,1,3,1,3,1,4,2,2,4,2,4,"Male","Faculty of Health Sciences","health science","1st year","Yes","Vigorous PA"
42.381,109.606,948.376,18,3,3,5,2,4,1,4,3,2,1,3,2,3,1,5,2,4,4,"Female","Telfer School of Management","Marketing","1st year","Yes","Light PA"
0.43,83.771,83.637,36,2,1,4,4,3,4,4,3,1,2,3,1,2,1,4,4,2,2,"Female","Telfer School of Management","nursing","2nd year","Yes","Vigorous PA"
1.131,146.007,82.301,23,3,4,1,2,3,1,5,2,4,2,3,2,4,5,3,3,1,4,"Female","Faculty of Health Sciences","Bachelor of Science in Biomedical Sciences","2nd year","Yes","Vigorous PA"
5.29,648.117,58.964,19,4,3,4,3,2,3,3,3,4,2,3,4,3,2,1,3,3,5,"Female","Faculty of Science","Biomedical Sciences","3rd year","No","Moderate PA"
2.796,171.738,147.554,19,2,1,4,5,5,3,2,3,3,2,2,4,4,2,3,4,2,3,"Male","Telfer School of Management","Computer Science","1st year","Yes","Moderate PA"
6.538,134.163,99.741,25,3,4,5,2,3,3,3,2,3,2,4,4,2,1,3,3,4,4,"Female","Faculty of Science","health science","2nd year","No","Inactive"
10.061,136.167,119.538,19,3,3,2,2,3,2,4,3,4,1,1,4,2,1,2,5,2,2,"Male","Faculty of Health Sciences","Accounting","1st year","No","Light PA"
9.646,45.122,13.223,20,1,1,4,1,5,4,4,3,2,1,2,3,4,5,4,4,2,4,"Female","Faculty of Arts","Bcomm with an option in finance","1st year","Yes","Light PA"
12.696,357.113,384.074,20,3,2,2,2,5,2,2,1,3,2,4,4,2,2,4,4,4,4,"Female","Faculty of Science","Finance+Marketing","2nd year","Yes","Light PA"
7.113,87.447,68.518,20,3,4,2,2,4,1,5,3,3,3,3,3,4,2,4,2,4,4,"Male","Telfer School of Management","Communications","1st year","Yes","Vigorous PA"
16.396,343.236,39.45,24,2,4,1,2,4,3,1,2,3,4,3,1,3,4,4,3,4,4,"Female","Faculty of Health Sciences","Psychology","1st year","No","Moderate PA"
12.586,61.711,74.071,19,5,2,4,2,1,4,3,3,3,3,2,3,2,3,4,4,1,4,"Female","Faculty of Social Sciences","bachelor or commerce in Human resource management","2nd year","No","Light PA"
456.889,522.025,256.539,27,1,4,3,3,4,2,4,2,5,3,3,2,3,3,4,4,1,5,"Female","Faculty of Science","Biomedical Sciences","1st year","No","Inactive"
41.92,215.231,88.432,21,4,1,3,3,4,2,4,2,3,1,3,1,2,4,4,4,3,4,"Male","Faculty of Social Sciences","Psychology BSc.","1st year","Yes","Light PA"
7.545,100.936,93.332,27,2,4,4,3,1,5,2,2,3,3,2,4,1,3,4,3,3,5,"Male","Faculty of Arts","finance","1st year","Yes","Vigorous PA"
17.7,62.184,1013.663,26,4,1,4,4,5,2,5,4,2,2,3,1,2,2,5,3,3,1,"Female","Telfer School of Management","Psych","1st year","No","Light PA"
4.909,105.256,59.606,26,4,1,4,4,5,2,4,2,2,1,3,4,3,4,4,1,3,4,"Female","Faculty of Health Sciences","Psychology","1st year","Yes","Moderate PA"
14.39,71.932,82.301,19,2,1,2,2,3,2,2,2,3,1,2,3,5,2,5,3,4,4,"Female","Faculty of Social Sciences","Bachelors in health sciences in French immersion","2nd year","No","Vigorous PA"
6.451,96.677,470.899,19,1,1,1,3,1,2,5,3,3,2,2,3,5,3,3,4,2,4,"Male","Faculty of Health Sciences","Biomedical Science","1st year","Yes","Inactive"
4.2,62.372,170.833,19,2,3,3,2,5,3,2,4,3,1,2,2,3,2,4,3,3,4,"Female","Faculty of Health Sciences","Psychology","2nd year","Yes","Inactive"
4.431,105.804,25.883,20,4,4,5,4,3,4,3,2,2,2,3,2,3,4,3,5,2,3,"Male","Faculty of Social Sciences","Biomedical Science","3rd year","Yes","Light PA"
0.894,128.382,37.295,20,5,4,1,1,3,2,3,4,3,1,1,1,1,1,5,3,2,5,"Male","Faculty of Health Sciences","Bachelor of Commerce specialization in Finance","1st year","Yes","Inactive"
4.306,492.1,122.246,34,3,3,2,2,4,4,3,2,2,2,3,2,2,2,2,5,1,4,"Female","Telfer School of Management","Health science","2nd year","Yes","Light PA"
10.08,121.925,120.6,18,1,1,3,2,4,3,3,1,2,2,3,2,5,4,5,2,3,4,"Female","Telfer School of Management","Psychology","1st year","Yes","Inactive"
0.812,87.078,30.571,19,4,3,2,4,4,2,1,1,4,2,5,1,3,4,5,4,1,2,"Female","Faculty of Science","Psychology","2nd year","Yes","Inactive"
13.193,130.085,68.834,23,3,2,5,2,4,4,4,2,4,3,3,2,3,2,4,3,3,4,"Female","Faculty of Social Sciences","Health Sciences","5th year","No","Light PA"
7.444,270.173,108.211,22,3,2,4,2,4,5,3,4,3,1,3,4,2,3,4,2,1,2,"Male","Faculty of Science","Biochemistry","2nd year","Yes","Vigorous PA"
12.69,56.372,175.489,18,4,1,4,4,2,4,4,1,3,1,3,1,2,1,3,3,4,4,"Female","Telfer School of Management","Commerce Finance","1st year","Yes","Light PA"
5.693,156.489,99.522,18,4,3,4,4,2,1,3,2,2,1,3,1,4,1,5,4,1,2,"Male","Telfer School of Management","nursing","1st year","No","Inactive"
0.332,111.338,109.748,24,4,3,5,1,3,3,3,2,3,2,2,2,4,3,3,2,2,4,"Female","Faculty of Social Sciences","Biomedical science","5th year","No","Vigorous PA"
0.76,106.826,85.128,61,4,3,3,3,1,3,5,1,4,1,2,2,1,2,4,4,2,4,"Male","Faculty of Social Sciences","Criminology","3rd year","Yes","Light PA"
24.808,249.434,75.001,36,4,2,3,2,3,1,3,2,4,2,4,3,4,2,3,5,3,4,"Female","Faculty of Social Sciences","Civil Engineering","1st year","Yes","Light PA"
2.292,98.616,53.379,24,3,4,4,2,4,1,1,1,2,2,3,1,4,3,3,4,4,4,"Female","Telfer School of Management","Biomedical Science","1st year","Yes","Moderate PA"
15.728,255.579,20.368,22,5,3,3,4,4,1,4,2,4,3,4,2,3,3,4,1,3,2,"Female","Telfer School of Management","Human Kinetics","2nd year","No","Moderate PA"
8.362,714.582,88.089,21,5,3,4,4,3,2,5,1,2,2,3,3,5,2,4,5,2,5,"Female","Telfer School of Management","Bachelor of Nursing","1st year","Yes","Light PA"
17.269,37.405,117.041,25,2,2,2,2,4,2,4,5,5,2,2,1,3,3,2,3,2,3,"Female","Faculty of Egineering","Nursing","1st year","No","Light PA"
5.629,97.252,100.048,23,5,3,3,3,3,3,2,1,3,3,2,2,2,2,4,4,2,2,"Female","Faculty of Egineering","Nursing","1st year","Yes","Light PA"
47.074,87.595,210.574,37,2,4,2,1,4,4,5,2,3,1,5,3,4,1,2,4,1,5,"Female","Faculty of Science","Computer Science","1st year","Yes","Moderate PA"
6.963,74.768,87.525,22,2,2,4,1,4,3,4,4,2,3,3,4,3,2,4,2,3,4,"Female","Faculty of Social Sciences","psychology","1st year","Yes","Light PA"
10.958,168.273,116.765,18,4,1,3,2,5,4,3,1,4,2,2,4,2,2,4,3,3,3,"Female","Telfer School of Management","Psychology","Other","Yes","Inactive"
7.046,125.895,245.929,24,2,1,5,2,3,3,4,1,4,4,2,4,4,1,4,4,1,4,"Female","Faculty of Social Sciences","Psychology","3rd year","Yes","Light PA"
9.042,38.667,89.165,23,4,3,2,2,4,4,2,2,3,1,2,3,4,1,3,3,2,2,"Female","Faculty of Science","Computer Engineering","1st year","Yes","Light PA"
39.301,130.879,84.362,24,2,4,4,2,2,2,4,2,4,2,2,4,3,3,4,3,2,4,"Female","Faculty of Health Sciences","Finance","1st year","Yes","Moderate PA"
22.508,100.518,253.465,19,3,2,3,1,3,2,3,1,3,1,3,1,3,3,2,4,2,4,"Male","Faculty of Health Sciences","nursing","1st year","No","Light PA"
4.72,205.374,157.722,18,3,4,2,3,4,2,4,2,4,1,2,3,3,3,4,4,2,4,"Female","Faculty of Social Sciences","finance","3rd year","Yes","Inactive"
0.551,16.75,59.05,42,5,2,4,3,5,1,4,2,5,4,2,4,4,1,3,2,2,4,"Female","Faculty of Health Sciences","health science","2nd year","Yes","Vigorous PA"
5.299,215.231,95.351,18,2,3,4,2,2,1,3,4,3,3,3,2,3,2,3,4,3,5,"Male","Telfer School of Management","biomedical sciences","1st year","Yes","Moderate PA"
14.672,53.856,344.095,18,2,2,4,4,3,4,3,2,5,2,3,1,5,2,4,4,4,3,"Female","Faculty of Science","Biochemistry","1st year","Yes","Inactive"
9.642,252.33,271.481,19,5,1,4,1,5,3,3,1,2,3,3,1,2,2,3,4,1,5,"Male","Telfer School of Management","Nursing","1st year","Yes","Moderate PA"
28.262,96.629,101.827,21,3,2,2,1,5,2,4,4,3,4,4,2,2,2,5,3,2,4,"Male","Faculty of Science","Biomedical","2nd year","Yes","Moderate PA"
7.863,77.373,448.878,20,4,1,3,4,2,4,5,3,4,2,4,4,4,1,3,5,2,4,"Perfer not to disclose","Telfer School of Management","Psychology","1st year","No","Moderate PA"
0.43,89.009,271.481,27,2,3,3,4,4,3,4,5,4,1,2,2,2,4,1,3,2,1,"Male","Faculty of Social Sciences","nursing","4th year","Yes","Light PA"
0.894,72.367,280.324,18,1,1,4,2,4,4,3,2,4,4,3,1,2,2,5,4,2,4,"Female","Faculty of Health Sciences","Biomedical Science","4th year","No","Moderate PA"
43.029,116.992,148.11,19,4,4,5,4,4,3,3,1,2,2,2,4,1,1,3,4,1,1,"Female","Telfer School of Management","Psychology","1st year","Yes","Light PA"
17.144,119.719,102.097,30,4,2,5,3,3,2,1,3,2,1,3,4,4,2,5,1,2,4,"Male","Faculty of Health Sciences","Honours Health Sciences","1st year","Yes","Vigorous PA"
2138.886,99.186,18.099,23,4,4,3,4,3,1,3,2,3,2,3,2,3,1,2,4,3,2,"Male","Faculty of Science","biomed sciences","1st year","No","Moderate PA"
2138.886,122.225,822.565,18,3,2,4,3,4,2,4,2,2,1,3,4,3,3,3,1,2,4,"Female","Faculty of Social Sciences","Bachelor of Science in Nursing","3rd year","No","Light PA"
117.07,14.676,94.241,18,3,2,5,2,4,5,4,3,2,3,1,4,4,1,1,4,3,5,"Female","Faculty of Science","Bachelor of Commerce","2nd year","No","Moderate PA"
21.708,594.23,31.451,20,4,2,2,1,2,2,3,1,5,1,2,2,3,2,2,3,1,2,"Female","Telfer School of Management","Bsc Psychology","1st year","Yes","Moderate PA"
