"TimerPES_First.Click","TimerPES_Last.Click","TimerPES_Page.Submit","TimerPES_Click.Count","PES_1","PES_2","PES_3","PES_4","PES_5","PES_6","PES_7","PES_8","PES_9","PES_10","PES_11","PES_12","PES_13","PES_14","PES_15","PES_16","PES_17","PES_18","Gender","Faculty","Program","Year.Program","First.Semester","PA_profile"
4.72,90.434,91.693,20,3,4,3,4,3,4,3,4,2,3,2,4,3,4,3,4,3,2,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Light PA"
10.979,68.881,69.803,31,3,4,2,2,2,4,2,2,2,2,2,4,2,4,2,4,4,2,"Female","Faculty of Health Sciences","Bachelors in health sciences in French immersion","1st year","Yes","Light PA"
0.838,57.329,57.883,34,4,4,4,2,4,2,4,2,2,2,2,1,4,1,4,1,4,4,"Female","Faculty of Science","Biomedical Science","2nd year","No","Moderate PA"
36.412,125.493,126.475,22,4,2,3,2,3,2,4,2,3,2,4,2,4,2,4,3,1,4,"Female","Faculty of Social Sciences","BA Psychology","1st year","Yes","Vigorous PA"
1.299,121.872,122.772,31,3,2,4,2,4,2,3,2,3,2,3,2,3,2,3,3,2,4,"Female","Faculty of Health Sciences","Honours Health Science","1st year","Yes","Moderate PA"
32.303,125.467,126.4,19,4,2,4,2,4,3,4,2,3,2,4,2,2,2,4,4,2,4,"Male","Faculty of Social Sciences","economic","2nd year","No","Moderate PA"
43.029,172.247,173.759,21,3,5,1,1,1,5,1,4,2,5,1,4,2,2,2,2,4,4,"Female","Faculty of Arts","Communications","1st year","Yes","Light PA"
9.003,87.595,88.693,27,5,2,5,2,5,2,4,2,4,1,4,2,4,2,5,4,2,4,"Female","Faculty of Health Sciences","Health Sciences","1st year","Yes","Moderate PA"
13.495,130.879,132.432,22,2,4,2,4,2,2,2,4,2,4,2,4,2,4,2,5,4,2,"Male","Faculty of Health Sciences","Health Sciences","1st year","Yes","Inactive"
7.679,219.632,220.865,34,4,1,4,1,4,1,4,1,4,1,3,1,4,1,4,3,2,4,"Female","Faculty of Health Sciences","Health Sciences","1st year","Yes","Moderate PA"
1.131,74.301,75.001,27,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,"Female","Faculty of Social Sciences","joint honors in psychology and linguistics","1st year","Yes","Inactive"
78.839,284.119,284.679,29,4,2,4,2,3,3,4,2,3,2,3,2,4,2,4,3,2,3,"Male","Faculty of Health Sciences","Health Science","1st year","Yes","Vigorous PA"
5.253,77.767,78.968,18,2,4,3,4,2,4,2,4,2,2,2,4,2,4,2,4,3,3,"Female","Faculty of Health Sciences","nursing","1st year","Yes","Light PA"
152.015,205.374,206.468,22,5,1,5,1,5,1,5,1,5,1,3,1,4,1,5,3,1,5,"Female","Telfer School of Management","Management","2nd year","No","Moderate PA"
18.845,147.692,150.015,19,3,2,4,2,4,2,4,2,4,1,3,2,3,2,4,4,2,4,"Female","Faculty of Health Sciences","Health Sciences","4th year","No","Light PA"
7.216,111.338,112.347,19,5,1,5,1,5,1,4,1,2,2,3,1,4,1,5,2,1,1,"Male","Faculty of Social Sciences","Psychology","1st year","Yes","Vigorous PA"
16.097,67.529,69.249,27,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,2,4,"Female","Faculty of Arts","Psychology","1st year","Yes","Vigorous PA"
14.152,112.736,116.615,26,2,4,3,3,3,2,2,2,2,3,2,3,2,2,3,3,3,3,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Vigorous PA"
6.592,108.619,110,19,4,4,3,2,4,2,4,2,4,2,2,2,2,2,4,4,2,4,"Female","Faculty of Social Sciences","Honours Bachelor of Human Kinetics","1st year","Yes","Moderate PA"
1.495,24.895,25.883,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Female","Faculty of Health Sciences","health science","1st year","Yes","Inactive"
1.845,99.186,100.043,31,1,4,1,4,1,4,1,4,1,4,2,4,1,4,1,1,4,2,"Female","Telfer School of Management","Finance","2nd year","No","Inactive"
12.032,110.33,110.939,22,1,4,3,4,4,4,2,4,2,1,1,3,1,4,2,5,4,2,"Female","Faculty of Health Sciences","Honours Bachelor of Science in Nursing (BScN)","1st year","Yes","Light PA"
10.855,160.739,162.813,24,4,5,1,5,5,1,5,1,5,1,5,2,5,1,5,5,1,5,"Male","Faculty of Social Sciences","psychology / philosophy","1st year","Yes","Moderate PA"
4.816,82.823,83.446,22,4,2,4,2,5,2,4,2,3,1,1,1,2,2,4,2,2,4,"Male","Faculty of Egineering","Software Engineering","3rd year","No","Moderate PA"
17.675,96.677,97.763,21,3,4,2,4,3,2,4,2,4,2,3,2,3,2,3,3,2,3,"Female","Faculty of Social Sciences","criminology","2nd year","No","Light PA"
75.103,147.327,152.633,19,2,4,2,4,2,4,1,4,1,4,2,4,2,4,2,2,4,4,"Female","Faculty of Science","Biomedical Science","1st year","Yes","Inactive"
6.858,60.048,61.063,18,3,3,3,4,3,4,3,3,4,2,3,2,4,2,4,4,3,4,"Female","Telfer School of Management","accounting","1st year","Yes","Light PA"
7.863,90.328,99.741,19,3,4,3,3,3,4,2,4,2,4,2,4,2,4,2,2,4,2,"Female","Telfer School of Management","international management","2nd year","No","Inactive"
71.733,286.816,287.843,26,2,3,4,2,4,2,3,3,2,1,3,3,3,3,4,3,1,4,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Inactive"
4.85,95.891,97.187,20,1,4,3,4,4,4,4,4,2,1,1,2,1,3,4,4,2,4,"Female","Faculty of Social Sciences","Psychology","1st year","Yes","Inactive"
11.562,131.214,132.276,23,2,4,4,3,3,4,2,4,2,3,1,4,1,4,4,2,2,2,"Female","Faculty of Science","Biochemistry","4th year","No","Moderate PA"
6.133,88.798,90.094,20,2,3,3,2,4,2,3,2,3,2,2,3,3,2,4,4,2,3,"Female","Faculty of Social Sciences","Psychology","Other","Yes","Light PA"
10.03,95.963,96.669,24,3,3,3,4,2,4,2,4,1,4,1,5,2,4,2,5,4,2,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Inactive"
7.655,147.667,148.704,21,3,2,4,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,"Female","Faculty of Arts","psychology","1st year","Yes","Light PA"
14.528,85.078,86.671,19,3,2,4,2,3,2,3,2,2,2,2,2,2,2,3,3,2,2,"Male","Faculty of Egineering","civil engineering","2nd year","No","Moderate PA"
10.979,68.881,69.803,31,3,4,2,2,2,4,2,2,2,2,2,4,2,4,2,4,4,2,"Female","Faculty of Health Sciences","Bachelors in health sciences in French immersion","1st year","Yes","Light PA"
0.43,104.32,106.834,31,1,5,1,5,4,4,1,5,1,1,1,5,1,5,1,5,5,1,"Female","Faculty of Health Sciences","Health Sciences","1st year","Yes","Light PA"
0.807,13.238,21.181,21,3,4,4,3,4,4,2,5,3,3,4,4,3,4,2,5,3,3,"Female","Faculty of Arts","psychology and linguistics","1st year","Yes","Inactive"
6.683,86.982,88.095,18,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Light PA"
1.781,126.512,135.128,29,3,2,3,2,3,2,3,2,2,2,2,3,3,2,3,4,3,4,"Male","Faculty of Science","biomedical science","1st year","Yes","Light PA"
56.681,304.95,306.479,26,4,2,3,2,4,2,3,2,3,2,2,3,3,2,4,3,2,4,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Moderate PA"
6.3,72.252,73.041,19,2,2,4,2,3,2,2,2,2,2,2,2,3,2,4,4,2,5,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Inactive"
23.794,218.283,225.409,32,3,2,4,2,3,2,3,2,3,2,2,2,3,2,4,4,1,4,"Female","Telfer School of Management","Bachelor of Commerce and Juris Doctor","2nd year","No","Light PA"
2.796,61.986,62.877,51,4,2,5,2,5,2,5,2,4,2,4,1,4,2,4,3,1,5,"Female","Faculty of Science","Nursing","1st year","Yes","Vigorous PA"
9.772,92.038,93.798,23,4,2,4,2,4,2,4,1,5,1,4,2,5,1,4,2,2,4,"Female","Faculty of Science","Biomedical science","1st year","Yes","Moderate PA"
6.552,77.634,78.843,24,4,3,3,2,4,2,1,2,3,1,1,1,4,1,4,4,1,4,"Female","Faculty of Social Sciences","Bsc Psychology","4th year","No","Moderate PA"
93.484,250.179,250.786,23,4,2,4,1,5,1,4,1,4,1,3,2,4,1,4,4,2,4,"Male","Faculty of Health Sciences","BScN","1st year","Yes","Light PA"
4.591,53.07,53.379,22,2,5,1,5,2,2,1,1,1,4,1,5,1,5,2,2,2,2,"Perfer not to disclose","Faculty of Science","biomed sciences","1st year","Yes","Inactive"
2.267,16.701,17.216,18,3,3,4,4,4,3,4,4,3,4,3,4,4,3,3,3,4,4,"Male","Faculty of Science","Mathematics","4th year","No","Moderate PA"
6.597,24.548,25.137,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Female","Telfer School of Management","accounting","2nd year","No","Inactive"
9.879,188.415,189.289,24,5,1,4,1,5,4,4,1,5,1,4,1,4,1,4,2,1,5,"Male","Telfer School of Management","B. Commerce and J.D.","2nd year","No","Moderate PA"
11.259,32.152,35.959,18,3,1,2,2,3,2,3,2,4,3,4,3,3,4,3,2,2,3,"Female","Faculty of Science","Nursing","1st year","Yes","Light PA"
3.418,77.43,77.875,41,1,1,2,1,2,4,3,4,1,3,1,4,1,3,3,3,3,3,"Female","Faculty of Social Sciences","Psychology","1st year","Yes","Light PA"
2.421,13.605,14.05,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Male","Telfer School of Management","adm","2nd year","No","Moderate PA"
13.948,126.517,128.69,25,2,3,2,2,3,2,3,2,3,2,3,3,3,3,2,3,3,2,"Female","Faculty of Arts","Interdisciplinary Studies","2nd year","No","Inactive"
391.603,495.654,496.768,22,2,4,2,4,2,2,3,2,2,4,3,4,3,2,3,4,4,3,"Female","Faculty of Social Sciences","BA in Psychology in French Immersion","1st year","Yes","Light PA"
30.12,208.266,208.667,23,1,4,2,4,1,4,2,4,1,2,1,4,2,4,3,2,3,4,"Female","Faculty of Science","Joint honours in mathematics and economics","3rd year","No","Light PA"
7.444,230.598,230.929,34,3,3,2,2,4,2,2,2,2,3,3,3,2,1,3,4,2,3,"Female","Telfer School of Management","Management","2nd year","No","Inactive"
161.587,192.551,194.163,20,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,2,4,"Female","Faculty of Health Sciences","nursing","1st year","Yes","Moderate PA"
5.604,67.569,68.681,18,3,3,3,3,4,3,3,3,3,2,2,2,2,2,3,3,3,3,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Light PA"
4.706,47.357,48.161,18,4,2,4,2,4,2,4,2,4,2,3,2,3,2,4,2,2,4,"Male","Faculty of Health Sciences","HSS","1st year","Yes","Moderate PA"
6.434,49.467,50.149,19,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,5,1,5,"Female","Faculty of Social Sciences","Criminology","1st year","Yes","Vigorous PA"
21.963,119.719,120.887,19,3,2,3,2,4,2,3,2,3,2,3,2,3,2,4,4,2,4,"Female","Faculty of Health Sciences","BScN","1st year","Yes","Light PA"
21.379,94.208,95.138,18,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,4,1,4,"Male","Telfer School of Management","finance","2nd year","No","Vigorous PA"
21.963,119.719,120.887,19,3,2,3,2,4,2,3,2,3,2,3,2,3,2,4,4,2,4,"Female","Faculty of Health Sciences","BScN","1st year","Yes","Light PA"
4.346,34.579,35.374,23,4,4,4,4,4,2,4,2,1,2,3,1,4,4,4,4,4,4,"Male","Telfer School of Management","finance","2nd year","Yes","Moderate PA"
77.627,174.253,175.489,18,2,2,3,3,3,3,3,2,2,2,2,3,2,2,3,4,3,3,"Female","Faculty of Arts","psychology","1st year","Yes","Light PA"
4.021,125.12,128.591,24,1,5,1,5,2,5,1,1,2,2,1,4,2,4,1,4,4,4,"Female","Faculty of Social Sciences","Psychology","1st year","Yes","Inactive"
8.481,133.566,135.2,20,4,2,4,2,2,4,2,2,2,4,2,2,4,2,4,4,2,4,"Female","Faculty of Health Sciences","Health Sciences","1st year","Yes","Light PA"
22.195,86.159,86.96,20,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3,"Female","Faculty of Health Sciences","Health science","1st year","Yes","Light PA"
1.355,83.515,84.362,31,4,2,4,3,3,3,4,3,4,3,4,2,3,3,4,3,3,4,"Female","Faculty of Social Sciences","Psychology","1st year","Yes","Moderate PA"
32.303,125.467,126.4,19,4,2,4,2,4,3,4,2,3,2,4,2,2,2,4,4,2,4,"Male","Faculty of Social Sciences","economic","2nd year","No","Moderate PA"
7.16,87.931,88.832,20,2,5,1,5,2,5,2,5,1,4,2,5,1,4,3,4,3,5,"Female","Faculty of Social Sciences","Psychology BSc.","1st year","Yes","Light PA"
193.416,259.508,260.446,21,4,3,4,3,4,2,3,2,3,2,2,3,3,3,3,3,3,3,"Female","Faculty of Health Sciences","Health Sci","1st year","Yes","Moderate PA"
13.737,648.117,650.734,21,4,3,3,4,2,3,2,4,2,3,2,4,4,3,4,4,4,3,"Female","Telfer School of Management","International Management","2nd year","No","Light PA"
10.958,88.303,89.893,31,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,2,5,1,"Female","Faculty of Science","biomedical Sciences","1st year","Yes","Inactive"
4.306,59.523,60.944,21,4,1,4,1,4,1,4,1,4,1,4,1,3,1,4,5,1,4,"Male","Faculty of Science","biomed","1st year","Yes","Moderate PA"
11.519,78.218,78.961,18,5,1,5,1,5,1,4,1,5,1,4,1,4,1,5,3,1,5,"Female","Faculty of Arts","interdisciplinary Studies","2nd year","No","Vigorous PA"
17.144,101.635,103.902,18,4,2,3,2,4,2,3,2,4,2,5,2,4,2,4,2,2,4,"Female","Faculty of Health Sciences","Bachelor of Science in Nursing","2nd year","Yes","Light PA"
24.518,100.735,102.277,19,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,5,1,"Female","Telfer School of Management","management","3rd year","Yes","Inactive"
10.029,66.748,67.627,19,2,3,2,2,2,3,1,2,1,4,2,4,2,4,5,2,3,2,"Female","Faculty of Science","Biomedical Science","1st year","Yes","Inactive"
7.273,94.212,95.169,19,3,1,4,2,4,2,4,2,3,1,3,2,3,2,4,3,2,4,"Female","Faculty of Science","Biomedical Science","1st year","Yes","Vigorous PA"
11.562,131.214,132.276,23,2,4,4,3,3,4,2,4,2,3,1,4,1,4,4,2,2,2,"Female","Faculty of Science","Biochemistry","4th year","No","Moderate PA"
6.992,540.196,542.252,36,2,3,4,4,4,4,2,4,2,1,4,4,2,4,4,4,2,4,"Female","Faculty of Science","Biomedical Science","2nd year","Yes","Light PA"
10.08,100.518,103.307,19,3,2,3,2,3,2,2,3,2,2,3,3,3,2,2,2,4,3,"Female","Telfer School of Management","Commerce","2nd year","No","Light PA"
4.966,158.31,159,23,3,1,5,2,5,2,5,1,5,1,4,2,5,1,4,2,1,5,"Female","Faculty of Science","Biomedical Science","2nd year","No","Light PA"
8.569,73.751,75.014,21,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,1,5,1,"Female","Faculty of Social Sciences","B.A Honours in Psychology","1st year","Yes","Inactive"
0.862,14.286,15.301,18,5,3,2,3,4,3,3,5,1,2,3,3,2,4,3,3,2,3,"Female","Faculty of Social Sciences","psychology","1st year","Yes","Light PA"
4.465,140.515,141.681,25,2,4,1,4,1,4,1,4,2,4,2,4,1,3,2,2,4,1,"Female","Faculty of Science","Biomedical Science","2nd year","No","Inactive"
0.405,1899.38,1899.693,38,3,2,2,3,3,2,3,3,4,3,3,2,3,2,4,3,2,3,"Male","Faculty of Science","Biomedical Science","1st year","Yes","Light PA"
24.622,67.959,68.834,18,4,2,4,2,4,2,4,2,3,2,3,2,3,2,4,4,2,4,"Female","Telfer School of Management","Accounting","1st year","Yes","Vigorous PA"
3.701,57.957,59.939,23,2,5,2,4,2,4,2,4,1,4,2,4,2,4,2,3,4,2,"Female","Faculty of Health Sciences","Health Sciences","4th year","No","Inactive"
2.557,231.661,253.465,42,2,3,4,2,4,2,2,2,2,2,3,3,2,2,4,4,3,4,"Male","Faculty of Science","Honours BSc Biomedical Science","1st year","Yes","Inactive"
6.597,24.548,25.137,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Female","Telfer School of Management","accounting","2nd year","No","Inactive"
18.406,103.31,104.423,23,4,3,2,4,3,2,3,3,3,4,4,2,4,2,3,4,4,2,"Female","Faculty of Social Sciences","psychology and linguistics","1st year","Yes","Light PA"
11.124,72.964,74.102,18,5,1,5,1,5,1,5,1,5,1,5,1,4,1,5,1,1,5,"Female","Telfer School of Management","Commerce-Management","2nd year","No","Moderate PA"
16.069,143.545,146.612,34,4,2,4,2,4,2,4,2,4,1,3,1,3,2,4,3,1,5,"Female","Faculty of Social Sciences","Criminologie","1st year","Yes","Light PA"
11.575,111.111,112.005,20,5,2,4,2,5,1,4,1,3,1,4,2,4,2,3,2,1,4,"Male","Faculty of Social Sciences","Psychology","1st year","Yes","Vigorous PA"
9.336,98.816,101.494,22,4,1,5,1,5,1,3,1,5,1,4,1,4,1,5,5,1,5,"Female","Faculty of Science","Physics","3rd year","Yes","Moderate PA"
75.103,147.327,152.633,19,2,4,2,4,2,4,1,4,1,4,2,4,2,4,2,2,4,4,"Female","Faculty of Science","Biomedical Science","1st year","Yes","Inactive"
82.806,174.084,180.84,18,3,2,4,2,4,2,4,2,4,2,3,2,4,2,4,4,2,4,"Male","Faculty of Arts","English","1st year","Yes","Light PA"
14.093,83.314,84.541,19,4,1,4,1,5,1,5,1,4,1,5,1,5,1,5,2,1,5,"Female","Faculty of Science","Biomedical Science","1st year","Yes","Vigorous PA"
82.806,174.084,180.84,18,3,2,4,2,4,2,4,2,4,2,3,2,4,2,4,4,2,4,"Male","Faculty of Arts","English","1st year","Yes","Light PA"
18.606,89.572,90.341,23,1,4,1,4,1,1,1,1,1,4,1,4,1,1,1,1,4,1,"Female","Faculty of Arts","Linguistques","1st year","Yes","Light PA"
42.381,282.304,283.301,26,4,2,3,2,2,2,2,2,3,4,1,3,4,2,3,5,3,4,"Female","Faculty of Health Sciences","Food and Nutrition Science","2nd year","No","Inactive"
0.43,104.32,106.834,31,1,5,1,5,4,4,1,5,1,1,1,5,1,5,1,5,5,1,"Female","Faculty of Health Sciences","Health Sciences","1st year","Yes","Light PA"
1.131,74.301,75.001,27,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,"Female","Faculty of Social Sciences","joint honors in psychology and linguistics","1st year","Yes","Inactive"
5.29,71.215,71.788,21,4,1,4,1,5,1,4,1,3,1,4,1,4,1,5,1,1,4,"Male","Faculty of Science","Computer Science","4th year","No","Moderate PA"
2.796,61.986,62.877,51,4,2,5,2,5,2,5,2,4,2,4,1,4,2,4,3,1,5,"Female","Faculty of Science","Nursing","1st year","Yes","Vigorous PA"
6.538,241.411,242.081,23,2,5,1,5,1,5,2,4,1,4,1,4,1,2,1,3,3,2,"Female","Faculty of Social Sciences","psychology","1st year","Yes","Inactive"
10.061,159.672,160.547,20,5,1,5,2,5,5,5,2,5,2,2,1,5,1,5,5,1,5,"Female","Faculty of Social Sciences","Psychology","1st year","Yes","Vigorous PA"
9.646,69.499,71.279,19,4,1,4,1,5,1,5,1,4,1,3,1,4,1,4,2,2,4,"Male","Faculty of Health Sciences","Health Science","1st year","Yes","Moderate PA"
12.696,79.906,81.719,22,4,2,4,1,4,1,4,1,4,1,4,2,4,1,1,4,1,4,"Female","Telfer School of Management","Finance","1st year","Yes","Moderate PA"
7.113,78.924,79.801,24,4,2,4,2,4,2,4,2,4,2,3,2,4,2,4,2,2,4,"Female","Faculty of Health Sciences","nursing","1st year","Yes","Moderate PA"
16.396,123.893,124.948,20,4,1,3,1,4,1,3,1,3,1,3,1,3,1,4,4,1,4,"Male","Telfer School of Management","Commerce","2nd year","No","Light PA"
12.586,67.308,68.361,20,5,1,5,1,5,1,5,1,5,1,4,1,4,1,5,4,1,5,"Male","Faculty of Social Sciences","Political science and juris doctor","2nd year","No","Vigorous PA"
456.889,947.84,948.376,19,4,2,5,2,5,2,5,2,4,1,4,1,4,2,5,4,2,4,"Male","Faculty of Health Sciences","Health Sciences (BHSc)","1st year","Yes","Moderate PA"
41.92,97.674,100.916,19,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,4,2,"Female","Faculty of Science","BioMed","1st year","Yes","Light PA"
7.545,62.184,62.953,20,5,2,4,2,4,2,5,1,5,2,4,2,4,1,5,1,1,5,"Male","Faculty of Arts","BA (Music)","2nd year","No","Light PA"
17.7,90.076,91.101,21,4,2,4,2,4,2,3,3,4,2,2,3,4,2,4,4,2,5,"Male","Telfer School of Management","accounting","2nd year","No","Vigorous PA"
4.909,85.579,86.565,21,2,4,2,3,2,3,2,4,2,2,3,4,2,2,2,4,4,3,"Female","Faculty of Health Sciences","Health Science","1st year","Yes","Light PA"
14.39,132.055,133.002,23,4,1,4,1,4,1,4,1,3,1,4,1,4,1,4,3,1,4,"Female","Telfer School of Management","management","2nd year","No","Vigorous PA"
6.451,23.984,44.798,19,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,"Male","Faculty of Health Sciences","Biomed","1st year","Yes","Light PA"
4.2,75.503,77.059,21,3,2,2,3,4,2,3,2,2,1,1,2,3,2,3,2,2,4,"Female","Faculty of Science","Biomedical Science","2nd year","No","Light PA"
4.431,147.615,148.696,26,5,1,3,1,5,1,4,1,4,1,3,1,4,1,3,3,2,3,"Female","Faculty of Social Sciences","Criminology","1st year","Yes","Moderate PA"
0.894,21.16,21.66,28,2,3,3,3,2,3,4,3,4,3,2,3,3,3,3,3,2,4,"Female","Telfer School of Management","finance","2nd year","No","Moderate PA"
4.306,59.523,60.944,21,4,1,4,1,4,1,4,1,4,1,4,1,3,1,4,5,1,4,"Male","Faculty of Science","biomed","1st year","Yes","Moderate PA"
10.08,100.518,103.307,19,3,2,3,2,3,2,2,3,2,2,3,3,3,2,2,2,4,3,"Female","Telfer School of Management","Commerce","2nd year","No","Light PA"
0.812,12.172,12.736,21,5,4,4,4,3,3,4,4,4,5,5,4,3,3,3,4,4,5,"Male","Telfer School of Management","Commerce","2nd year","No","Light PA"
13.193,109.17,113.014,21,3,3,3,3,3,3,3,3,3,1,2,2,2,2,3,2,2,3,"Male","Telfer School of Management","finance","1st year","Yes","Light PA"
7.444,230.598,230.929,34,3,3,2,2,4,2,2,2,2,3,3,3,2,1,3,4,2,3,"Female","Telfer School of Management","Management","2nd year","No","Inactive"
12.69,83.406,84.173,25,4,4,2,4,2,3,2,4,2,2,2,4,2,4,2,4,4,2,"Female","Telfer School of Management","Accounting","1st year","Yes","Light PA"
5.693,110.547,111.74,27,2,4,2,4,4,4,2,4,2,2,3,2,2,4,2,2,4,2,"Male","Faculty of Social Sciences","Psychology BA","1st year","Yes","Moderate PA"
0.332,9.108,9.814,32,2,3,2,4,2,3,2,3,3,1,2,2,3,4,4,3,3,3,"Male","Faculty of Egineering","Civil Engineering","4th year","No","Light PA"
0.76,594.23,595.013,59,4,1,5,3,4,2,4,2,4,2,3,2,4,3,4,3,2,4,"Male","Faculty of Science","Biomedical science","1st year","Yes","Vigorous PA"
24.808,162.77,166.544,34,4,1,4,1,4,1,4,1,3,1,3,1,3,1,4,1,1,4,"Female","Faculty of Social Sciences","Psychology","1st year","Yes","Inactive"
2.292,10.123,10.614,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Female","Faculty of Science","Biomedical science","1st year","Yes","Light PA"
15.728,111.927,112.877,23,2,3,2,3,2,3,2,3,2,2,2,4,3,4,2,4,4,2,"Female","Faculty of Social Sciences","psychology","1st year","No","Inactive"
8.362,187.165,190.053,21,2,4,2,4,3,4,2,4,1,4,1,4,3,4,3,5,4,2,"Female","Faculty of Social Sciences","psychology","1st year","Yes","Inactive"
17.269,130.085,131.351,23,4,2,4,2,4,2,3,2,2,3,3,3,2,2,4,3,2,4,"Female","Telfer School of Management","Accounting","2nd year","No","Moderate PA"
5.629,34.901,35.542,23,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,5,3,3,"Female","Faculty of Social Sciences","poli sci","2nd year","No","Light PA"
47.074,169.887,170.833,28,2,2,4,4,5,2,4,2,3,1,2,1,3,2,4,2,2,4,"Female","Faculty of Science","Biochemistry","2nd year","No","Moderate PA"
6.963,126.471,127.247,27,2,5,4,5,2,4,1,1,1,2,2,2,2,4,4,4,4,2,"Female","Faculty of Arts","Psychology","1st year","Yes","Light PA"
10.958,88.303,89.893,31,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,2,5,1,"Female","Faculty of Science","biomedical Sciences","1st year","Yes","Inactive"
7.046,77.817,79.101,19,3,4,2,5,4,5,1,4,5,2,2,4,2,4,1,4,4,2,"Female","Faculty of Social Sciences","Bachelor of Science Psychology","1st year","Yes","Light PA"
9.042,64.464,65.501,21,4,2,2,2,3,2,2,3,2,2,2,3,2,2,3,3,2,4,"Female","Telfer School of Management","Management","2nd year","No","Vigorous PA"
39.301,341.046,349.143,38,3,1,3,1,3,1,3,1,3,1,1,1,3,1,3,2,2,3,"Female","Faculty of Science","Biomedical science","1st year","Yes","Light PA"
22.508,97.252,99.79,20,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,3,"Female","Faculty of Health Sciences","nursing","1st year","Yes","Vigorous PA"
4.72,90.434,91.693,20,3,4,3,4,3,4,3,4,2,3,2,4,3,4,3,4,3,2,"Female","Faculty of Health Sciences","Nursing","1st year","Yes","Light PA"
0.551,73.606,74.349,34,3,2,4,2,4,2,4,2,3,1,2,2,2,1,4,4,2,4,"Female","Faculty of Social Sciences","Honours BSc in Psychology","1st year","Yes","Light PA"
5.299,33.373,34.884,19,4,4,4,4,3,3,3,4,2,3,3,4,4,2,4,3,2,4,"Male","Faculty of Arts","psychology and in linguistics","1st year","Yes","Inactive"
14.672,111.392,112.511,23,4,2,4,2,3,2,3,3,2,1,1,1,2,1,2,4,2,4,"Female","Faculty of Health Sciences","Nursing","1st year","No","Light PA"
9.642,81.683,82.43,19,5,1,5,1,3,1,3,1,3,3,3,3,5,1,3,1,3,5,"Male","Telfer School of Management","finance","1st year","Yes","Vigorous PA"
28.262,143.15,144.307,19,2,2,3,2,3,2,3,2,4,1,3,1,3,1,3,2,1,4,"Female","Faculty of Social Sciences","sociology and communications","2nd year","No","Light PA"
7.863,90.328,99.741,19,3,4,3,3,3,4,2,4,2,4,2,4,2,4,2,2,4,2,"Female","Telfer School of Management","international management","2nd year","No","Inactive"
0.43,104.32,106.834,31,1,5,1,5,4,4,1,5,1,1,1,5,1,5,1,5,5,1,"Female","Faculty of Health Sciences","Health Sciences","1st year","Yes","Light PA"
0.894,21.16,21.66,28,2,3,3,3,2,3,4,3,4,3,2,3,3,3,3,3,2,4,"Female","Telfer School of Management","finance","2nd year","No","Moderate PA"
43.029,172.247,173.759,21,3,5,1,1,1,5,1,4,2,5,1,4,2,2,2,2,4,4,"Female","Faculty of Arts","Communications","1st year","Yes","Light PA"
17.144,101.635,103.902,18,4,2,3,2,4,2,3,2,4,2,5,2,4,2,4,2,2,4,"Female","Faculty of Health Sciences","Bachelor of Science in Nursing","2nd year","Yes","Light PA"
2138.886,3006.683,3008.147,19,4,2,3,3,4,2,3,4,3,2,3,3,3,3,3,3,3,3,"Female","Faculty of Health Sciences","nursing","1st year","Yes","Inactive"
2138.886,3006.683,3008.147,19,4,2,3,3,4,2,3,4,3,2,3,3,3,3,3,3,3,3,"Female","Faculty of Health Sciences","nursing","1st year","Yes","Inactive"
